review_row_id,source_record_id,result_rank,title,authors,year,doi,url,record_type,venue,candidate_basis,exact_doi_duplicate_group,normalized_title_duplicate_group,manual_version_duplicate_group,matched_record_ids,agent_assessment,agent_preferred_record_id,agent_recommended_decision,agent_recommended_reason,agent_evidence,agent_evidence_urls,review_group_id,review_group_members,assigned_reviewer,kll_decision,kll_preferred_record_id,kll_reason,kss_decision,kss_preferred_record_id,kss_reason,consensus_decision,consensus_retained_record_id,consensus_reason,adjudication_status
DR011,GS061,62,An active learning framework using deep Q-network for zero -day attack detection,"Y Wu, Y Hu, J Wang, M Feng, A Dong, Y Yang",2024,10.1016/j.cose.2024.103713,https://www.sciencedirect.com/science/article/pii/S0167404824000142,journal-article,Computers & Security,exact_doi_and_normalized_title,DOI_DUP_006,TITLE_DUP_009,,SD009,same_publication_record_by_exact_doi,SD009,remove_as_duplicate,This row represents the same publication as retained record SD009.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1016/j.cose.2024.103713,DRG019,GS061; SD009,KLL,remove_as_duplicate,SD009,Confirmed by KLL following the validated duplicate recommendation. This row represents the same publication as retained record SD009.,not_assigned,,,remove_as_duplicate,SD009,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record SD009.,not_required_consensus_reached
DR012,SD009,9,An active learning framework using deep Q-network for zero-day attack detection,Yali Wu; Yanghu Hu; Junhu Wang; Mengqi Feng; Ang Dong; Yanxi Yang,2024,10.1016/j.cose.2024.103713,https://www.sciencedirect.com/science/article/pii/S0167404824000142,journal-article,Computers & Security,exact_doi_and_normalized_title,DOI_DUP_006,TITLE_DUP_009,,GS061,same_publication_record_by_exact_doi,SD009,retain_preferred_version,Prefers the native ScienceDirect record over the Google Scholar record.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1016/j.cose.2024.103713,DRG019,GS061; SD009,KLL,retain_preferred_version,SD009,Confirmed by KLL following the validated duplicate recommendation. Prefers the native ScienceDirect record over the Google Scholar record.,not_assigned,,,retain_preferred_version,SD009,KLL and KSS confirmed all validated duplicate recommendations. Prefers the native ScienceDirect record over the Google Scholar record.,not_required_consensus_reached
DR013,GS002,2,A sequential deep learning framework for a robust and resilient network intrusion detection system,"S Hore, J Ghadermazi, A Shah, ND Bastian",2024,10.1016/j.cose.2024.103928,https://www.sciencedirect.com/science/article/pii/S0167404824002311,journal-article,Computers & Security,exact_doi_and_normalized_title,DOI_DUP_007,TITLE_DUP_004,,SD003,same_publication_record_by_exact_doi,SD003,remove_as_duplicate,This row represents the same publication as retained record SD003.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1016/j.cose.2024.103928,DRG009,GS002; SD003,KLL,remove_as_duplicate,SD003,Confirmed by KLL following the validated duplicate recommendation. This row represents the same publication as retained record SD003.,not_assigned,,,remove_as_duplicate,SD003,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record SD003.,not_required_consensus_reached
DR014,SD003,3,A sequential deep learning framework for a robust and resilient network intrusion detection system,Soumyadeep Hore; Jalal Ghadermazi; Ankit Shah; Nathaniel D. Bastian,2024,10.1016/j.cose.2024.103928,https://www.sciencedirect.com/science/article/pii/S0167404824002311,journal-article,Computers & Security,exact_doi_and_normalized_title,DOI_DUP_007,TITLE_DUP_004,,GS002,same_publication_record_by_exact_doi,SD003,retain_preferred_version,Prefers the native ScienceDirect record over the Google Scholar record.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1016/j.cose.2024.103928,DRG009,GS002; SD003,KLL,retain_preferred_version,SD003,Confirmed by KLL following the validated duplicate recommendation. Prefers the native ScienceDirect record over the Google Scholar record.,not_assigned,,,retain_preferred_version,SD003,KLL and KSS confirmed all validated duplicate recommendations. Prefers the native ScienceDirect record over the Google Scholar record.,not_required_consensus_reached
DR015,GS066,68,Wasserstein distance guided feature Tokenizer transformer domain adaptation for network intrusion detection,"H Zhang, Z Zhang, H Huang, H Yang",2025,10.1016/j.cose.2025.104562,https://www.sciencedirect.com/science/article/pii/S0167404825002512,journal-article,Computers & Security,exact_doi_and_normalized_title,DOI_DUP_008,TITLE_DUP_024,,SD001,same_publication_record_by_exact_doi,SD001,remove_as_duplicate,This row represents the same publication as retained record SD001.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1016/j.cose.2025.104562,DRG020,GS066; SD001,KSS,not_assigned,,,remove_as_duplicate,SD001,Confirmed by KSS following the validated duplicate recommendation. This row represents the same publication as retained record SD001.,remove_as_duplicate,SD001,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record SD001.,not_required_consensus_reached
DR016,SD001,1,Wasserstein distance guided feature Tokenizer transformer domain adaptation for network intrusion detection,Hongpo Zhang; Zhaozhe Zhang; Haizhaoyang Huang; Hehe Yang,2025,10.1016/j.cose.2025.104562,https://www.sciencedirect.com/science/article/pii/S0167404825002512,journal-article,Computers & Security,exact_doi_and_normalized_title,DOI_DUP_008,TITLE_DUP_024,,GS066,same_publication_record_by_exact_doi,SD001,retain_preferred_version,Prefers the native ScienceDirect record over the Google Scholar record.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1016/j.cose.2025.104562,DRG020,GS066; SD001,KSS,not_assigned,,,retain_preferred_version,SD001,Confirmed by KSS following the validated duplicate recommendation. Prefers the native ScienceDirect record over the Google Scholar record.,retain_preferred_version,SD001,KLL and KSS confirmed all validated duplicate recommendations. Prefers the native ScienceDirect record over the Google Scholar record.,not_required_consensus_reached
DR017,GS078,80,Multi-objective evolutionary neural architecture search for network intrusion detection,"Q Lin, Z Liu, Y Yang, KC Wong, Y Lu, J Li",2024,10.1016/j.swevo.2024.101702,https://www.sciencedirect.com/science/article/pii/S2210650224002402,journal-article,Swarm and Evolutionary…,exact_doi_and_normalized_title,DOI_DUP_009,TITLE_DUP_018,,GS079,same_publication_record,GS078,retain_preferred_version,The two Google Scholar rows identify the same ScienceDirect publication; the earlier retrieved row is retained.,"GS078 and GS079 have the same title, authors, year, ScienceDirect URL, Google Scholar cluster, and publisher DOI 10.1016/j.swevo.2024.101702.",https://www.sciencedirect.com/science/article/pii/S2210650224002402; https://doi.org/10.1016/j.swevo.2024.101702,DRG022,GS078; GS079,KSS,not_assigned,,,retain_preferred_version,GS078,Confirmed by KSS following the validated duplicate recommendation. The two Google Scholar rows identify the same ScienceDirect publication; the earlier retrieved row is retained.,retain_preferred_version,GS078,KLL and KSS confirmed all validated duplicate recommendations. The two Google Scholar rows identify the same ScienceDirect publication; the earlier retrieved row is retained.,not_required_consensus_reached
DR018,GS079,81,Multi-objective evolutionary neural architecture search for network intrusion detection,"Q Lin, Z Liu, Y Yang, KC Wong, Y Lu, J Li",2024,10.1016/j.swevo.2024.101702,https://www.sciencedirect.com/science/article/pii/S2210650224002402,journal-article,Swarm and Evolutionary…,exact_doi_and_normalized_title,DOI_DUP_009,TITLE_DUP_018,,GS078,same_publication_record,GS078,remove_as_duplicate,This row represents the same publication as retained record GS078.,"GS078 and GS079 have the same title, authors, year, ScienceDirect URL, Google Scholar cluster, and publisher DOI 10.1016/j.swevo.2024.101702.",https://www.sciencedirect.com/science/article/pii/S2210650224002402; https://doi.org/10.1016/j.swevo.2024.101702,DRG022,GS078; GS079,KSS,not_assigned,,,remove_as_duplicate,GS078,Confirmed by KSS following the validated duplicate recommendation. This row represents the same publication as retained record GS078.,remove_as_duplicate,GS078,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record GS078.,not_required_consensus_reached
DR019,GS017,17,Machine learning in network intrusion detection : A cross -dataset generalization study,"M Cantone, C Marrocco, A Bria",2024,10.1109/access.2024.3472907,https://ieeexplore.ieee.org/abstract/document/10704637/,journal-article,IEEE Access,exact_doi_normalized_title_and_manual_version,DOI_DUP_010,TITLE_DUP_017,VERSION_DUP_002,GS014; IX003,same_study_preprint_and_final_journal_version,IX003,remove_as_duplicate,This row represents the same publication as retained record IX003.,"GS014 is the arXiv preprint of the final IEEE Access publication represented by GS017 and IX003. The records have the same three authors and describe the same cross-dataset NIDS study. The arXiv record explicitly lists IEEE Access volume 12, pages 144489-144508, 2024 and related DOI 10.1109/ACCESS.2024.3472907. Recommended action subject to author confirmation: retain IX003 as the native final IEEE record, remove GS017 as a repeated final-paper record, and remove GS014 as the superseded preprint.",https://arxiv.org/abs/2402.10974; https://doi.org/10.1109/ACCESS.2024.3472907,DRG016,GS014; GS017; IX003,KLL,remove_as_duplicate,IX003,Confirmed by KLL following the validated duplicate recommendation. This row represents the same publication as retained record IX003.,not_assigned,,,remove_as_duplicate,IX003,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record IX003.,not_required_consensus_reached
DR020,IX003,3,Machine Learning in Network Intrusion Detection: A Cross-Dataset Generalization Study,Marco Cantone; Claudio Marrocco; Alessandro Bria,2024,10.1109/access.2024.3472907,https://ieeexplore.ieee.org/document/10704637,journal-article,IEEE Access,exact_doi_normalized_title_and_manual_version,DOI_DUP_010,TITLE_DUP_017,VERSION_DUP_002,GS014; GS017,same_study_preprint_and_final_journal_version,IX003,retain_preferred_version,Retains the native final IEEE Xplore record instead of the repeated Google Scholar final record and the arXiv preprint.,"GS014 is the arXiv preprint of the final IEEE Access publication represented by GS017 and IX003. The records have the same three authors and describe the same cross-dataset NIDS study. The arXiv record explicitly lists IEEE Access volume 12, pages 144489-144508, 2024 and related DOI 10.1109/ACCESS.2024.3472907. Recommended action subject to author confirmation: retain IX003 as the native final IEEE record, remove GS017 as a repeated final-paper record, and remove GS014 as the superseded preprint.",https://arxiv.org/abs/2402.10974; https://doi.org/10.1109/ACCESS.2024.3472907,DRG016,GS014; GS017; IX003,KLL,retain_preferred_version,IX003,Confirmed by KLL following the validated duplicate recommendation. Retains the native final IEEE Xplore record instead of the repeated Google Scholar final record and the arXiv preprint.,not_assigned,,,retain_preferred_version,IX003,KLL and KSS confirmed all validated duplicate recommendations. Retains the native final IEEE Xplore record instead of the repeated Google Scholar final record and the arXiv preprint.,not_required_consensus_reached
DR021,GS087,89,A hybrid deep learning model for network intrusion detection system using seq2seq and convlstm-subnets,"S Hariharan, YA Jerusha, G Suganeshwari…",2025,10.1109/access.2025.3541399,https://ieeexplore.ieee.org/abstract/document/10883985/,journal-article,IEEE…,exact_doi_and_normalized_title,DOI_DUP_011,TITLE_DUP_003,,IX008,same_publication_record_by_exact_doi,IX008,remove_as_duplicate,This row represents the same publication as retained record IX008.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1109/access.2025.3541399,DRG023,GS087; IX008,KLL,remove_as_duplicate,IX008,Confirmed by KLL following the validated duplicate recommendation. This row represents the same publication as retained record IX008.,not_assigned,,,remove_as_duplicate,IX008,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record IX008.,not_required_consensus_reached
DR022,IX008,8,A Hybrid Deep Learning Model for Network Intrusion Detection System Using Seq2Seq and ConvLSTM-Subnets,S. Hariharan; Y. Annie Jerusha; G. Suganeshwari; S. P. Syed Ibrahim; Uday Tupakula; Vijay Varadharajan,2025,10.1109/access.2025.3541399,https://ieeexplore.ieee.org/document/10883985,journal-article,IEEE Access,exact_doi_and_normalized_title,DOI_DUP_011,TITLE_DUP_003,,GS087,same_publication_record_by_exact_doi,IX008,retain_preferred_version,Prefers the native IEEE Xplore record over the Google Scholar record.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1109/access.2025.3541399,DRG023,GS087; IX008,KLL,retain_preferred_version,IX008,Confirmed by KLL following the validated duplicate recommendation. Prefers the native IEEE Xplore record over the Google Scholar record.,not_assigned,,,retain_preferred_version,IX008,KLL and KSS confirmed all validated duplicate recommendations. Prefers the native IEEE Xplore record over the Google Scholar record.,not_required_consensus_reached
DR023,GS052,53,Adaptive defense: Zero -day attack detection in nids with deep reinforcement learning,"K Alam, MF Monir, MJ Hossain, MS Uddin…",2025,10.1109/access.2025.3585445,https://ieeexplore.ieee.org/abstract/document/11063272/,journal-article,IEEE…,exact_doi_and_normalized_title,DOI_DUP_012,TITLE_DUP_007,,IX002,same_publication_record_by_exact_doi,IX002,remove_as_duplicate,This row represents the same publication as retained record IX002.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1109/access.2025.3585445,DRG018,GS052; IX002,KSS,not_assigned,,,remove_as_duplicate,IX002,Confirmed by KSS following the validated duplicate recommendation. This row represents the same publication as retained record IX002.,remove_as_duplicate,IX002,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record IX002.,not_required_consensus_reached
DR024,IX002,2,Adaptive Defense: Zero-Day Attack Detection in NIDS With Deep Reinforcement Learning,Khorshed Alam; Md Fahad Monir; Md Junayed Hossain; Mohammad Shorif Uddin; Md. Tarek Habib,2025,10.1109/access.2025.3585445,https://ieeexplore.ieee.org/document/11063272,journal-article,IEEE Access,exact_doi_and_normalized_title,DOI_DUP_012,TITLE_DUP_007,,GS052,same_publication_record_by_exact_doi,IX002,retain_preferred_version,Prefers the native IEEE Xplore record over the Google Scholar record.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1109/access.2025.3585445,DRG018,GS052; IX002,KSS,not_assigned,,,retain_preferred_version,IX002,Confirmed by KSS following the validated duplicate recommendation. Prefers the native IEEE Xplore record over the Google Scholar record.,retain_preferred_version,IX002,KLL and KSS confirmed all validated duplicate recommendations. Prefers the native IEEE Xplore record over the Google Scholar record.,not_required_consensus_reached
DR025,GS013,13,A big data framework for scalable and cross -dataset capable machine learning in network intrusion detection systems,"VM De Oliveira, HM De Oliveira, GM Santos…",2025,10.1109/access.2025.3589872,https://ieeexplore.ieee.org/abstract/document/11082153/,journal-article,IEEE…,exact_doi_and_normalized_title,DOI_DUP_013,TITLE_DUP_001,,IX015,same_publication_record_by_exact_doi,IX015,remove_as_duplicate,This row represents the same publication as retained record IX015.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1109/access.2025.3589872,DRG015,GS013; IX015,KSS,not_assigned,,,remove_as_duplicate,IX015,Confirmed by KSS following the validated duplicate recommendation. This row represents the same publication as retained record IX015.,remove_as_duplicate,IX015,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record IX015.,not_required_consensus_reached
DR026,IX015,15,A Big Data Framework for Scalable and Cross-Dataset Capable Machine Learning in Network Intrusion Detection Systems,Vinicius M. de Oliveira; Henrique M. de Oliveira; Gabriel M. Santos; Jhonatan Geremias; Eduardo K. Viegas,2025,10.1109/access.2025.3589872,https://ieeexplore.ieee.org/document/11082153,journal-article,IEEE Access,exact_doi_and_normalized_title,DOI_DUP_013,TITLE_DUP_001,,GS013,same_publication_record_by_exact_doi,IX015,retain_preferred_version,Prefers the native IEEE Xplore record over the Google Scholar record.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1109/access.2025.3589872,DRG015,GS013; IX015,KSS,not_assigned,,,retain_preferred_version,IX015,Confirmed by KSS following the validated duplicate recommendation. Prefers the native IEEE Xplore record over the Google Scholar record.,retain_preferred_version,IX015,KLL and KSS confirmed all validated duplicate recommendations. Prefers the native IEEE Xplore record over the Google Scholar record.,not_required_consensus_reached
DR027,GS011,11,A Survey on the Applications of Deep Learning in Network Intrusion Detection Systems to Enhance Network Security,"FM Anis, M AlAbdullatif, S Aljbli, M Hammoudeh",2025,10.1109/access.2025.3624952,https://ieeexplore.ieee.org/abstract/document/11215731/,journal-article,IEEE Access,exact_doi_and_normalized_title,DOI_DUP_014,TITLE_DUP_005,,IX009,same_publication_record_by_exact_doi,IX009,remove_as_duplicate,This row represents the same publication as retained record IX009.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1109/access.2025.3624952,DRG014,GS011; IX009,KSS,not_assigned,,,remove_as_duplicate,IX009,Confirmed by KSS following the validated duplicate recommendation. This row represents the same publication as retained record IX009.,remove_as_duplicate,IX009,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record IX009.,not_required_consensus_reached
