source_record_id,result_rank,title,authors,year,doi,url,record_type,venue,notes
GS034,35,An Evaluation of Open -Set Recognition-Enabled End-Layers on Deep -Learning Models in Network Intrusion Detection Systems,"G Baye, P Silva, A Broggi, L Fiondella…",2024,10.2139/ssrn.4933825,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4933825,posted-content,Available at SSRN…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 11678494455139729451; cited-by count displayed 2"
GS035,36,Network intrusion detection system based on domain adaptation for industrial control system,"J Zhang, L Yu, F Zhang",2024,,https://books.google.com/books?hl=en&lr=&id=nAL6EAAAQBAJ&oi=fnd&pg=PA430&dq=(%22network+intrusion+detection%22+OR+NIDS+OR+%22network+anomaly+detection%22,book-chapter,Artificial Intelligence Technologies and…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 5046972933354939658; cited-by count displayed 1"
GS036,37,A review on generative intelligence in deep learning based network intrusion detection,"M Ali, I Udoidiok, F Li, J Zhang",2024,,https://ieeexplore.ieee.org/abstract/document/10778836/,journal-article,,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 15598692136973582392; cited-by count displayed 7"
GS037,38,Zero-shot based hybrid neural network system for enhancing zero -day attack detection,"K Saurabh, U Singh, A Mishra, R Vyas…",2024,,https://ieeexplore.ieee.org/abstract/document/10958486/,journal-article,,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 11733312279520192163; cited-by count displayed 8"
GS038,39,Deep learning techniques for network intrusion detection : A comparative survey,"AP AbdelHalim, A Abo-Alian, N Badr",2025,,https://journals.ekb.eg/article_442991.html,journal-article,International Journal of…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 10620970004166106540; cited-by count displayed 6"
GS039,40,Heterogeneous network intrusion detection via domain adaptation in IoT environment,"J Zhang, Y Li, L Zhang",2025,10.1002/itl2.531,https://onlinelibrary.wiley.com/doi/abs/10.1002/itl2.531,journal-article,Internet Technology Letters,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 990822229244473330; cited-by count displayed 11"
GS040,41,FN-GNN: A novel graph embedding approach for enhancing graph neural networks in network intrusion detection systems,"DH Tran, M Park",2024,,https://www.mdpi.com/2076-3417/14/16/6932,journal-article,Applied Sciences,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 5012808637476709901; cited-by count displayed 80"
GS041,42,Research on Multi Modal Network Intrusion Detection Method Based on Deep Neural Network,W Huang,2025,,https://ieeexplore.ieee.org/abstract/document/11307453/,journal-article,,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 16659534533132438328; cited-by count displayed 1"
GS042,43,Advancing Network Security Through Deep Learning : A Hybrid Graph-Based and Temporal Approach to Anomaly and Threat Detection,"A Arindam, AS Baghel",2025,10.22214/ijraset.2025.71415,https://www.researchgate.net/profile/Abhirup-Arindam/publication/392266463_Advancing_Network_Security_Through_Deep_Learning_A_Hybrid_Graph-Based_and_Temporal_Approach_to_Anomaly_and_Threat_Detection/links/68488ee26b5a287c304a5a41/Advancing-Network-Security-Through-Deep-Learning-A-Hybrid-Graph-Based-and-Temporal-Approach-to-Anomaly-and-Threat-Detection.pdf,journal-article,researchgate.net,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 6247234606767423618; cited-by count displayed 5; verified publisher date 2025-05-21"
GS043,44,Network anomaly detection using Deep Autoencoder and parallel Artificial Bee Colony algorithm-trained neural network,"H Hacılar, BK Dedeturk, B Bakir-Gungor…",2024,,https://peerj.com/articles/cs-2333/,journal-article,PeerJ Computer…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 9301883367399841067; cited-by count displayed 10"
GS044,45,ADAP-GNN: Adaptive property-aware graph neural network for intrusion detection in IoT networks,"M Termos, Z Ghalmane, A Fadlallah, A Jaber…",2026,10.1016/j.compeleceng.2026.111051,https://www.sciencedirect.com/science/article/pii/S0045790626001230,journal-article,Computers and…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 10568900907243326236; cited-by count displayed 3; verified online-indexing date 2026-02-16; May 2026 issue"
GS045,46,A privacy-preserving graph neural network for network intrusion detection,"X Pei, X Deng, S Tian, P Jiang…",2024,,https://ieeexplore.ieee.org/abstract/document/10568382/,journal-article,IEEE Transactions on…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 9780375209711220601; cited-by count displayed 18"
GS046,47,Network intrusion detection with feature elimination and selection using deep learning,"A Mann, MV Kiran, B Nithya…",2024,,https://ieeexplore.ieee.org/abstract/document/10543897/,proceedings-article,…Conference on Emerging…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 40875913357608124; cited-by count displayed 1"
GS047,48,A Two-Stage Deep Learning Framework Based on Device Address Features for Network Intrusion Detection,"Y Fan, Y Ma, X Liu, J Ma",2025,10.1007/978-3-031-94898-5_45,https://link.springer.com/chapter/10.1007/978-3-031-94898-5_45,book-chapter,International Conference on Machine Learning…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 7864871312447924245; cited-by count displayed 1"
GS048,49,Evaluation of Anomaly-based Network Intrusion Detection Systems with Unclean Training Data for Low-rate Attack Detection,"AO Prabowo, DJ Arrizki, BA Pratomo, AI Fajar…",2026,10.3390/jcp6010014,https://www.mdpi.com/2624-800X/6/1/14,journal-article,…of Cybersecurity and…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 2658766611712507995; cited-by count displayed 2; verified publisher date 2026-01-06"
GS049,50,AI-Driven Intrusion Detection Systems: Leveraging deep learning for network security,"M Joshi, S Birla, H Pal, K Khatri, M Kadwal…",2024,,https://www.academia.edu/download/118713454/44.pdf,journal-article,Nanotechnology…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 11734038520455045005; cited-by count displayed 7"
GS050,51,Modular deep learning -based network intrusion detection architecture for real-world cyber-attack simulation,"V Ciric, M Milosevic, D Sokolovic…",2024,,https://www.sciencedirect.com/science/article/pii/S1569190X24000303,journal-article,…Modelling Practice and…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 14064180497000788915; cited-by count displayed 18"
GS051,52,Neuro-symbolic integration for open set recognition in network intrusion detection,"A Bizzarri, CE Yu, B Jalaian, F Riguzzi…",2024,10.1007/978-3-031-80607-0_5,https://link.springer.com/chapter/10.1007/978-3-031-80607-0_5,book-chapter,…Conference of the Italian…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 15900560299140460519; cited-by count displayed 7"
GS052,53,Adaptive defense: Zero -day attack detection in nids with deep reinforcement learning,"K Alam, MF Monir, MJ Hossain, MS Uddin…",2025,10.1109/access.2025.3585445,https://ieeexplore.ieee.org/abstract/document/11063272/,journal-article,IEEE…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 15808125585467460146; cited-by count displayed 31"
GS053,54,Uncertainty -quantified neurosymbolic ai for open set recognition in network intrusion detection,"J Sander, CEJ Yu, B Jalaian…",2024,,https://ieeexplore.ieee.org/abstract/document/10773953/,proceedings-article,MILCOM 2024-2024…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 16979315197085945632; cited-by count displayed 9"
GS054,55,An advanced attack categorization in NIDS using enhanced deep learning based EOptResfEANet methodology with hybrid feature extraction,"VA Moudiappa, K Nataraj, VN Rajavarman",2025,10.1007/s10586-024-04995-2,https://link.springer.com/article/10.1007/s10586-024-04995-2,journal-article,Cluster Computing,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 2688223745561952868; cited-by count displayed 1"
GS055,56,A comparative study of using deep learning algorithms in network intrusion detection,"S Elsayed, K Mohamed, MA Madkour",2024,,https://ieeexplore.ieee.org/abstract/document/10500368/,journal-article,IEEE Access,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 715253097737006017; cited-by count displayed 112"
GS056,57,Optimizing intrusion detection using a hybrid CNN LSTM deep learning framework on the NSL KDD dataset,"V Jain, K Singh, S Joshi, L Malviya, R Patel, V Gupta…",2026,10.1007/s10791-026-10056-6,https://link.springer.com/article/10.1007/s10791-026-10056-6,journal-article,Discover…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 11969061176425851796; cited-by count displayed 1; verified publisher date 2026-04-03"
GS057,58,A deep learning /machine learning approach for anomaly based network intrusion detection,"R Almuhanna, S Dardouri",2025,10.3389/frai.2025.1625891,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2025.1625891/full,journal-article,Frontiers in Artificial Intelligence,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 17587393759217944310; cited-by count displayed 44"
GS058,59,An extensive review of machine learning and deep learning techniques on network intrusion detection for IoT,"S Walling, S Lodh",2025,10.1002/ett.70064,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.70064,journal-article,Transactions on Emerging…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 818316620079436202; cited-by count displayed 44"
GS059,60,K-GetNID: Knowledge-guided graphs for early and transferable network intrusion detection,"M Wang, N Yang, N Weng",2024,,https://ieeexplore.ieee.org/abstract/document/10605850/,journal-article,IEEE Transactions on Information…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 1414718790185371050; cited-by count displayed 20"
GS060,61,Adaptive Decision-Level Intrusion Detection for Known and Zero -Day Attacks,"JP Mchina, N Mduma, RS Sinde",2026,10.3390/network6020023,https://www.mdpi.com/2673-8732/6/2/23,journal-article,Network,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 500414885744251735; cited-by count displayed 2; verified publisher date 2026-04-09"
GS061,62,An active learning framework using deep Q-network for zero -day attack detection,"Y Wu, Y Hu, J Wang, M Feng, A Dong, Y Yang",2024,10.1016/j.cose.2024.103713,https://www.sciencedirect.com/science/article/pii/S0167404824000142,journal-article,Computers & Security,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 13998280950759517917; cited-by count displayed 43"
GS062,63,Network Intrusion Detection using Combined Deep Learning Models: Literature Survey and Future Research Directions.,"H KAMAL IDRISSI, A KARTIT",2024,,https://www.iaeng.org/IJCS/issues_v51/issue_8/IJCS_51_8_06.pdf,journal-article,IAENG International Journal of Computer…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 16374681555339422701; cited-by count displayed 9"
GS063,64,Enhanced network anomaly detection using autoencoders: A deep learning approach for proactive cybersecurity,"J Simon, N Kapileswar, R Vani…",2024,,https://ieeexplore.ieee.org/abstract/document/10696845/,journal-article,…on Intelligent Cyber…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 17523533899843221690; cited-by count displayed 18"
GS064,65,A synergistic approach in network intrusion detection by neurosymbolic ai,"A Bizzarri, CE Yu, B Jalaian, F Riguzzi…",2024,10.48550/arXiv.2406.00938,https://arxiv.org/abs/2406.00938,posted-content,arXiv preprint arXiv…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 17425358335940674440; cited-by count displayed 19"
